,Medu,Fedu,failures,Grade,Pedu
140,2,2,0,11,2.0
141,2,2,0,11,2.0
142,2,2,0,11,2.0
143,2,2,0,11,2.0
144,2,2,0,11,2.0
145,2,2,0,11,2.0
146,2,2,0,11,2.0
147,2,2,0,11,2.0
148,2,2,0,11,2.0
149,2,2,0,11,2.0
150,2,2,0,11,2.0
151,2,2,0,11,2.0
152,2,2,0,11,2.0
153,2,2,0,11,2.0
154,2,2,0,11,2.0
155,2,2,0,11,2.0
156,2,2,0,11,2.0
157,2,2,0,11,2.0
158,2,2,0,11,2.0
159,2,2,0,11,2.0
160,2,2,0,11,2.0
161,2,2,0,11,2.0
162,2,2,0,11,2.0
163,2,2,0,11,2.0
164,2,2,0,11,2.0
165,2,2,0,11,2.0
166,2,2,0,11,2.0
167,2,2,0,11,2.0
168,2,2,0,11,2.0
169,2,2,0,11,2.0
170,2,2,0,11,2.0
171,2,2,0,11,2.0
172,2,2,0,11,2.0
173,2,2,0,11,2.0
174,2,2,0,11,2.0
175,2,2,0,11,2.0
176,2,2,0,11,2.0
177,2,2,0,11,2.0
178,2,2,0,11,2.0
179,2,2,0,11,2.0
180,2,2,0,11,2.0
181,2,2,0,11,2.0
182,2,2,0,11,2.0
183,2,2,0,11,2.0
184,2,2,0,11,2.0
185,2,2,0,11,2.0
186,2,2,0,11,2.0
187,2,2,0,11,2.0
188,2,2,0,11,2.0
189,2,2,0,11,2.0
190,2,2,0,11,2.0
191,2,2,0,11,2.0
192,2,2,0,11,2.0
193,2,2,0,11,2.0
194,2,2,0,11,2.0
195,2,2,0,11,2.0
196,2,2,0,11,2.0
197,2,2,0,11,2.0
198,2,2,0,11,2.0
199,2,2,0,11,2.0
200,2,2,0,11,2.0
201,2,2,0,11,2.0
202,2,2,0,11,2.0
203,2,2,0,11,2.0
204,2,2,0,11,2.0
205,2,2,0,11,2.0
206,2,2,0,11,2.0
207,2,2,0,11,2.0
208,2,2,0,11,2.0
209,2,2,0,11,2.0
210,2,2,0,11,2.0
211,2,2,0,11,2.0
212,2,2,0,11,2.0
213,2,2,0,11,2.0
214,2,2,0,11,2.0
215,2,2,0,11,2.0
216,2,2,0,11,2.0
217,2,2,0,11,2.0
218,2,2,0,11,2.0
219,2,2,0,11,2.0
220,2,2,0,11,2.0
221,2,2,0,11,2.0
222,2,2,0,11,2.0
223,2,2,0,11,2.0
224,2,2,0,11,2.0
225,2,2,0,11,2.0
226,2,2,0,11,2.0
227,2,2,0,11,2.0
228,2,2,0,11,2.0
229,2,2,0,11,2.0
230,2,2,0,11,2.0
231,2,2,0,11,2.0
232,2,2,0,11,2.0
233,2,2,0,11,2.0
234,2,2,0,11,2.0
235,2,2,0,11,2.0
236,2,2,0,11,2.0
237,2,2,0,11,2.0
238,2,2,0,11,2.0
239,2,2,0,11,2.0
240,2,2,0,11,2.0
241,2,2,0,11,2.0
242,2,2,0,11,2.0
243,2,2,0,11,2.0
244,2,2,0,11,2.0
245,2,2,0,11,2.0
246,2,2,0,11,2.0
247,2,2,0,11,2.0
248,2,2,0,11,2.0
249,2,2,0,11,2.0
250,2,2,0,11,2.0
251,2,2,0,11,2.0
252,2,2,0,11,2.0
253,2,2,0,11,2.0
254,2,2,0,11,2.0
255,2,2,0,11,2.0
256,2,2,0,11,2.0
257,3,2,0,19,2.5
258,3,4,0,15,3.5
259,3,4,0,15,3.5
260,3,4,0,15,3.5
261,4,4,0,9,4.0
262,4,4,0,9,4.0
263,4,4,0,9,4.0
264,4,4,0,9,4.0
265,2,1,0,12,1.5
266,2,1,0,12,1.5
267,2,1,0,12,1.5
268,2,1,0,12,1.5
269,2,1,0,12,1.5
270,2,1,0,12,1.5
271,2,1,0,12,1.5
272,2,1,0,12,1.5
273,2,1,0,12,1.5
274,2,1,0,12,1.5
275,2,1,0,12,1.5
276,2,1,0,12,1.5
277,2,1,0,12,1.5
278,2,1,0,12,1.5
279,2,1,0,12,1.5
280,2,1,0,12,1.5
281,2,1,0,12,1.5
282,2,1,0,12,1.5
283,2,1,0,12,1.5
284,2,1,0,12,1.5
285,2,1,0,12,1.5
286,2,1,0,12,1.5
287,2,1,0,12,1.5
288,2,1,0,12,1.5
289,4,4,0,14,4.0
290,4,4,0,14,4.0
291,4,4,0,14,4.0
292,4,4,0,14,4.0
293,4,4,0,14,4.0
294,4,4,0,14,4.0
295,4,4,0,14,4.0
296,4,4,0,14,4.0
297,4,4,0,14,4.0
298,4,4,0,14,4.0
299,4,4,0,14,4.0
300,4,4,0,14,4.0
301,4,4,0,14,4.0
302,4,4,0,14,4.0
303,4,4,0,14,4.0
304,4,4,0,14,4.0
305,4,4,0,14,4.0
306,4,4,0,14,4.0
307,4,4,0,14,4.0
308,4,4,0,14,4.0
309,4,4,0,14,4.0
310,4,4,0,14,4.0
311,4,4,0,14,4.0
312,4,4,0,14,4.0
313,4,4,0,14,4.0
314,4,4,0,14,4.0
315,4,4,0,14,4.0
316,4,4,0,14,4.0
317,4,4,0,14,4.0
318,4,4,0,14,4.0
319,4,4,0,14,4.0
320,4,4,0,14,4.0
321,4,4,0,14,4.0
322,4,4,0,14,4.0
323,4,4,0,14,4.0
324,4,4,0,14,4.0
325,4,4,0,14,4.0
326,4,4,0,14,4.0
327,4,4,0,14,4.0
328,4,4,0,14,4.0
329,4,4,0,14,4.0
330,4,4,0,14,4.0
331,4,4,0,14,4.0
332,4,4,0,14,4.0
333,4,4,0,14,4.0
334,4,4,0,14,4.0
335,4,4,0,14,4.0
336,4,4,0,14,4.0
337,4,4,0,14,4.0
338,4,4,0,14,4.0
339,4,4,0,14,4.0
340,4,4,0,14,4.0
341,4,4,0,14,4.0
342,4,4,0,14,4.0
343,4,4,0,14,4.0
344,4,4,0,14,4.0
345,4,4,0,14,4.0
346,4,4,0,14,4.0
347,4,4,0,14,4.0
348,4,4,0,14,4.0
349,4,4,0,14,4.0
350,4,4,0,14,4.0
351,4,4,0,14,4.0
352,4,4,0,14,4.0
353,4,4,0,14,4.0
354,4,4,0,14,4.0
355,4,4,0,14,4.0
356,4,4,0,14,4.0
357,4,4,0,14,4.0
358,4,4,0,14,4.0
359,4,4,0,14,4.0
360,4,4,0,14,4.0
361,4,4,0,14,4.0
362,4,4,0,14,4.0
363,4,4,0,14,4.0
364,4,4,0,14,4.0
365,4,4,0,14,4.0
366,4,4,0,14,4.0
367,4,4,0,14,4.0
368,4,4,0,14,4.0
369,4,4,0,14,4.0
370,4,4,0,14,4.0
371,4,4,0,14,4.0
372,4,4,0,14,4.0
373,4,4,0,14,4.0
374,4,4,0,14,4.0
375,4,4,0,14,4.0
376,4,4,0,14,4.0
377,4,4,0,14,4.0
378,4,4,0,14,4.0
379,4,4,0,14,4.0
380,4,4,0,14,4.0
381,4,4,0,14,4.0
382,4,4,0,14,4.0
383,4,4,0,14,4.0
384,4,4,0,14,4.0
385,4,4,0,14,4.0
386,4,4,0,14,4.0
387,4,4,0,14,4.0
388,4,4,0,14,4.0
389,4,4,0,14,4.0
390,4,4,0,14,4.0
391,4,4,0,14,4.0
392,4,4,0,14,4.0
393,4,4,0,14,4.0
394,4,4,0,14,4.0
395,4,4,0,14,4.0
396,4,4,0,14,4.0
397,4,4,0,14,4.0
398,4,4,0,14,4.0
399,4,3,0,11,3.5
400,4,3,0,11,3.5
401,4,3,0,11,3.5
402,4,3,0,11,3.5
403,4,3,0,11,3.5
404,4,3,0,11,3.5
405,4,3,0,11,3.5
406,4,3,0,11,3.5
407,4,3,0,11,3.5
408,4,3,0,11,3.5
409,4,3,0,11,3.5
410,4,3,0,11,3.5
411,4,3,0,11,3.5
412,4,3,0,11,3.5
413,4,3,0,11,3.5
414,4,3,0,11,3.5
415,4,3,0,11,3.5
416,4,3,0,11,3.5
417,4,3,0,11,3.5
418,4,3,0,11,3.5
419,4,3,0,11,3.5
420,4,3,0,11,3.5
421,4,3,0,11,3.5
422,4,3,0,11,3.5
423,4,3,0,11,3.5
424,4,3,0,11,3.5
425,4,3,0,11,3.5
426,4,3,0,11,3.5
427,4,3,0,11,3.5
428,4,3,0,11,3.5
429,4,3,0,11,3.5
430,4,3,0,11,3.5
431,2,2,0,16,2.0
432,2,2,0,16,2.0
433,2,2,0,16,2.0
434,3,2,3,5,2.5
435,4,3,0,10,3.5
436,4,3,0,10,3.5
437,4,3,0,10,3.5
438,4,3,0,10,3.5
439,4,3,0,10,3.5
440,4,3,0,10,3.5
441,4,3,0,10,3.5
442,4,3,0,10,3.5
443,4,3,0,10,3.5
444,4,3,0,10,3.5
445,4,3,0,10,3.5
446,4,3,0,10,3.5
447,4,4,0,15,4.0
448,4,4,0,15,4.0
449,4,4,0,15,4.0
450,4,4,0,15,4.0
451,4,4,0,15,4.0
452,4,4,0,15,4.0
453,4,4,0,15,4.0
454,4,4,0,15,4.0
455,4,4,0,15,4.0
456,4,4,0,15,4.0
457,4,4,0,15,4.0
458,4,4,0,15,4.0
459,4,4,0,15,4.0
460,4,4,0,15,4.0
461,4,4,0,15,4.0
462,4,4,0,15,4.0
463,4,4,0,15,4.0
464,4,4,0,15,4.0
465,4,4,0,15,4.0
466,4,4,0,15,4.0
467,4,4,0,15,4.0
468,4,4,0,15,4.0
469,4,4,0,15,4.0
470,4,4,0,15,4.0
471,4,4,0,15,4.0
472,4,4,0,15,4.0
473,4,4,0,15,4.0
474,4,4,0,15,4.0
475,4,4,0,15,4.0
476,4,4,0,15,4.0
477,4,4,0,15,4.0
478,4,4,0,15,4.0
479,4,4,0,15,4.0
480,4,4,0,15,4.0
481,4,4,0,15,4.0
482,4,4,0,15,4.0
483,4,4,0,15,4.0
484,4,4,0,15,4.0
485,4,4,0,15,4.0
486,4,4,0,15,4.0
487,4,4,0,15,4.0
488,4,4,0,15,4.0
489,4,4,0,15,4.0
490,4,4,0,15,4.0
491,4,4,0,15,4.0
492,4,4,0,15,4.0
493,4,4,0,15,4.0
494,4,4,0,15,4.0
495,4,4,0,15,4.0
496,4,4,0,15,4.0
497,4,4,0,15,4.0
498,4,4,0,15,4.0
499,4,4,0,15,4.0
500,4,4,0,15,4.0
501,4,2,0,16,3.0
502,4,2,0,16,3.0
503,4,2,0,16,3.0
504,4,2,0,16,3.0
505,4,2,0,16,3.0
506,4,2,0,16,3.0
507,4,2,0,16,3.0
508,4,2,0,16,3.0
509,4,2,0,16,3.0
510,4,2,0,16,3.0
511,4,2,0,16,3.0
512,4,2,0,16,3.0
513,2,2,0,12,2.0
514,2,2,0,12,2.0
515,2,2,0,12,2.0
516,2,2,0,12,2.0
517,2,2,0,12,2.0
518,2,2,0,12,2.0
519,2,2,0,12,2.0
520,2,2,0,12,2.0
521,2,2,0,12,2.0
522,2,2,0,12,2.0
523,2,2,0,12,2.0
524,2,2,0,12,2.0
525,2,2,0,12,2.0
526,2,2,0,12,2.0
527,2,2,0,12,2.0
528,2,2,0,12,2.0
529,2,2,0,12,2.0
530,2,2,0,12,2.0
531,2,2,0,12,2.0
532,2,2,0,12,2.0
533,2,2,0,12,2.0
534,2,2,0,12,2.0
535,2,2,0,12,2.0
536,2,2,0,12,2.0
537,2,2,0,12,2.0
538,2,2,0,12,2.0
539,2,2,0,12,2.0
540,2,2,0,12,2.0
541,2,2,0,12,2.0
542,2,2,0,12,2.0
543,2,2,0,12,2.0
544,2,2,0,12,2.0
545,2,2,0,12,2.0
546,2,2,0,12,2.0
547,2,2,0,12,2.0
548,2,2,0,12,2.0
549,2,2,0,12,2.0
550,2,2,0,12,2.0
551,2,2,0,12,2.0
552,2,2,0,12,2.0
553,2,2,0,12,2.0
554,2,2,0,12,2.0
555,2,4,0,8,3.0
556,2,2,2,8,2.0
557,3,4,0,11,3.5
558,3,4,0,11,3.5
559,3,4,0,11,3.5
560,3,4,0,11,3.5
561,3,4,0,11,3.5
562,3,4,0,11,3.5
563,3,4,0,11,3.5
564,3,4,0,11,3.5
565,3,4,0,11,3.5
566,3,4,0,11,3.5
567,3,4,0,11,3.5
568,3,4,0,11,3.5
569,3,4,0,11,3.5
570,3,4,0,11,3.5
571,3,4,0,11,3.5
572,3,4,0,11,3.5
573,4,4,0,11,4.0
574,4,4,0,11,4.0
575,4,4,0,11,4.0
576,4,4,0,11,4.0
577,4,4,0,11,4.0
578,4,4,0,11,4.0
579,4,4,0,11,4.0
580,4,4,0,11,4.0
581,4,4,0,11,4.0
582,4,4,0,11,4.0
583,4,4,0,11,4.0
584,4,4,0,11,4.0
585,4,4,0,11,4.0
586,4,4,0,11,4.0
587,4,4,0,11,4.0
588,4,4,0,11,4.0
589,4,4,0,11,4.0
590,4,4,0,11,4.0
591,4,4,0,11,4.0
592,4,4,0,11,4.0
593,4,4,0,11,4.0
594,4,4,0,11,4.0
595,4,4,0,11,4.0
596,4,4,0,11,4.0
597,4,4,0,11,4.0
598,4,4,0,11,4.0
599,4,4,0,11,4.0
600,4,4,0,11,4.0
601,4,4,0,11,4.0
602,4,4,0,11,4.0
603,4,4,0,11,4.0
604,4,4,0,11,4.0
605,4,4,0,11,4.0
606,4,4,0,11,4.0
607,4,4,0,11,4.0
608,4,4,0,11,4.0
609,4,4,0,11,4.0
610,4,4,0,11,4.0
611,4,4,0,11,4.0
612,4,4,0,11,4.0
613,4,4,0,11,4.0
614,4,4,0,11,4.0
615,4,4,0,11,4.0
616,4,4,0,11,4.0
617,4,4,0,11,4.0
618,4,4,0,11,4.0
619,4,4,0,11,4.0
620,4,4,0,11,4.0
621,4,4,0,11,4.0
622,4,4,0,11,4.0
623,4,4,0,11,4.0
624,4,4,0,11,4.0
625,4,4,0,11,4.0
626,4,4,0,11,4.0
627,4,4,0,11,4.0
628,4,4,0,11,4.0
629,4,4,0,11,4.0
630,4,4,0,11,4.0
631,4,4,0,11,4.0
632,4,4,0,11,4.0
633,4,4,0,11,4.0
634,4,4,0,11,4.0
635,4,4,0,11,4.0
636,4,4,0,11,4.0
637,4,4,0,11,4.0
638,4,4,0,11,4.0
639,4,4,0,11,4.0
640,4,4,0,11,4.0
641,4,4,0,11,4.0
642,4,4,0,11,4.0
643,4,4,0,11,4.0
644,4,4,0,11,4.0
645,4,4,0,11,4.0
646,4,4,0,11,4.0
647,4,4,0,11,4.0
648,4,4,0,11,4.0
649,4,4,0,11,4.0
650,4,4,0,11,4.0
651,4,4,0,11,4.0
652,4,4,0,11,4.0
653,4,4,0,11,4.0
654,4,4,0,12,4.0
655,4,4,0,12,4.0
656,4,4,0,12,4.0
657,4,4,0,12,4.0
658,4,4,0,12,4.0
659,4,4,0,12,4.0
660,4,4,0,12,4.0
661,4,4,0,12,4.0
662,4,4,0,12,4.0
663,4,4,0,12,4.0
664,4,4,0,12,4.0
665,4,4,0,12,4.0
666,4,4,0,12,4.0
667,4,4,0,12,4.0
668,4,4,0,12,4.0
669,4,4,0,12,4.0
670,4,4,0,12,4.0
671,4,4,0,12,4.0
672,4,4,0,12,4.0
673,4,4,0,12,4.0
674,4,4,0,12,4.0
675,4,4,0,12,4.0
676,4,4,0,12,4.0
677,4,4,0,12,4.0
678,4,4,0,12,4.0
679,4,4,0,12,4.0
680,4,4,0,12,4.0
681,4,4,0,12,4.0
682,4,4,0,12,4.0
683,4,4,0,12,4.0
684,4,4,0,12,4.0
685,4,4,0,12,4.0
686,4,4,0,12,4.0
687,4,4,0,12,4.0
688,4,4,0,12,4.0
689,4,4,0,12,4.0
690,4,4,0,12,4.0
691,4,4,0,12,4.0
692,4,4,0,12,4.0
693,4,4,0,12,4.0
694,4,4,0,12,4.0
695,4,4,0,12,4.0
696,4,4,0,12,4.0
697,4,4,0,12,4.0
698,4,4,0,12,4.0
699,4,4,0,12,4.0
700,4,4,0,12,4.0
701,4,4,0,12,4.0
702,4,4,0,12,4.0
703,4,4,0,12,4.0
704,4,4,0,12,4.0
705,4,4,0,12,4.0
706,4,4,0,12,4.0
707,4,4,0,12,4.0
708,4,4,0,12,4.0
709,4,4,0,12,4.0
710,4,4,0,12,4.0
711,4,4,0,12,4.0
712,4,4,0,12,4.0
713,4,4,0,12,4.0
714,4,4,0,12,4.0
715,4,4,0,12,4.0
716,4,4,0,12,4.0
717,4,4,0,12,4.0
718,4,4,0,12,4.0
719,4,4,0,12,4.0
720,4,4,0,12,4.0
721,4,4,0,12,4.0
722,4,4,0,12,4.0
723,4,4,0,12,4.0
724,4,4,0,12,4.0
725,4,4,0,12,4.0
726,4,4,0,12,4.0
727,4,4,0,12,4.0
728,4,4,0,12,4.0
729,4,4,0,12,4.0
730,4,4,0,12,4.0
731,4,4,0,12,4.0
732,4,4,0,12,4.0
733,4,4,0,12,4.0
734,4,4,0,12,4.0
735,4,4,0,12,4.0
736,4,4,0,12,4.0
737,4,4,0,12,4.0
738,4,4,0,12,4.0
739,4,4,0,12,4.0
740,4,4,0,12,4.0
741,4,4,0,12,4.0
742,4,4,0,12,4.0
743,4,4,0,12,4.0
744,4,4,0,12,4.0
745,4,4,0,12,4.0
746,4,4,0,12,4.0
747,4,4,0,12,4.0
748,4,4,0,12,4.0
749,4,4,0,12,4.0
750,4,4,0,17,4.0
751,4,4,0,17,4.0
752,4,4,0,17,4.0
753,4,4,0,17,4.0
754,4,4,0,17,4.0
755,4,4,0,17,4.0
756,4,4,0,17,4.0
757,4,4,0,17,4.0
758,4,4,0,17,4.0
759,4,4,0,17,4.0
760,4,4,0,17,4.0
761,4,4,0,17,4.0
762,4,4,0,17,4.0
763,4,4,0,17,4.0
764,4,4,0,17,4.0
765,4,4,0,17,4.0
766,4,4,0,17,4.0
767,4,4,0,17,4.0
768,4,3,0,16,3.5
769,4,3,0,16,3.5
770,4,3,0,16,3.5
771,3,3,0,12,3.0
772,3,3,0,12,3.0
773,3,3,0,12,3.0
774,3,3,0,12,3.0
775,3,3,0,12,3.0
776,3,3,0,12,3.0
777,3,3,0,12,3.0
778,3,3,0,12,3.0
779,3,3,0,12,3.0
780,3,3,0,12,3.0
781,3,3,0,12,3.0
782,3,3,0,12,3.0
783,3,2,0,15,2.5
784,3,2,0,15,2.5
785,3,2,0,15,2.5
786,3,2,0,15,2.5
787,3,2,0,15,2.5
788,3,2,0,15,2.5
789,3,2,0,15,2.5
790,3,2,0,15,2.5
791,3,2,0,15,2.5
792,3,2,0,15,2.5
793,3,2,0,15,2.5
794,3,2,0,15,2.5
795,3,2,0,15,2.5
796,3,2,0,15,2.5
797,3,2,0,15,2.5
798,2,3,0,6,2.5
799,4,3,0,18,3.5
800,4,3,0,18,3.5
801,4,3,0,18,3.5
802,2,2,0,13,2.0
803,2,2,0,13,2.0
804,2,2,0,13,2.0
805,2,2,0,13,2.0
806,2,2,0,13,2.0
807,2,2,0,13,2.0
808,2,2,0,13,2.0
809,2,2,0,13,2.0
810,2,2,0,13,2.0
811,2,2,0,13,2.0
812,2,2,0,13,2.0
813,2,2,0,13,2.0
814,2,2,0,13,2.0
815,2,2,0,13,2.0
816,2,2,0,13,2.0
817,2,2,0,13,2.0
818,2,2,0,13,2.0
819,2,2,0,13,2.0
820,2,2,0,13,2.0
821,2,2,0,13,2.0
822,2,2,0,13,2.0
823,2,2,0,13,2.0
824,2,2,0,13,2.0
825,2,2,0,13,2.0
826,2,2,0,13,2.0
827,2,2,0,13,2.0
828,2,2,0,13,2.0
829,2,2,0,13,2.0
830,2,2,0,13,2.0
831,2,2,0,13,2.0
832,2,2,0,13,2.0
833,2,2,0,13,2.0
834,2,2,0,13,2.0
835,2,2,0,13,2.0
836,2,2,0,13,2.0
837,2,2,0,13,2.0
838,2,2,0,13,2.0
839,2,2,0,13,2.0
840,2,2,0,13,2.0
841,2,2,0,13,2.0
842,2,2,0,13,2.0
843,2,2,0,13,2.0
844,2,2,0,13,2.0
845,2,2,0,13,2.0
846,2,2,0,13,2.0
847,2,2,0,13,2.0
848,2,2,0,13,2.0
849,2,2,0,13,2.0
850,2,2,0,13,2.0
851,2,2,0,13,2.0
852,2,2,0,13,2.0
853,2,2,0,13,2.0
854,2,2,0,13,2.0
855,2,2,0,13,2.0
856,2,2,0,13,2.0
857,2,2,0,13,2.0
858,2,2,0,13,2.0
859,2,2,0,13,2.0
860,2,2,0,13,2.0
861,2,2,0,13,2.0
862,2,2,0,13,2.0
863,2,2,0,13,2.0
864,2,2,0,13,2.0
865,2,2,0,13,2.0
866,2,2,0,13,2.0
867,2,2,0,13,2.0
868,2,2,0,13,2.0
869,2,2,0,13,2.0
870,2,2,0,13,2.0
871,2,2,0,13,2.0
872,2,2,0,13,2.0
873,2,2,0,13,2.0
874,2,2,1,11,2.0
875,2,2,1,11,2.0
876,4,4,0,18,4.0
877,4,4,0,18,4.0
878,2,2,1,9,2.0
879,2,2,1,9,2.0
880,4,3,0,6,3.5
881,3,3,0,11,3.0
882,3,3,0,11,3.0
883,3,3,0,11,3.0
884,3,3,0,11,3.0
885,3,3,0,11,3.0
886,3,3,0,11,3.0
887,3,3,0,11,3.0
888,3,3,0,11,3.0
889,3,3,0,11,3.0
890,3,3,0,11,3.0
891,3,3,0,11,3.0
892,3,3,0,11,3.0
893,3,3,0,11,3.0
894,3,3,0,11,3.0
895,3,3,0,11,3.0
896,3,3,0,11,3.0
897,3,3,0,11,3.0
898,3,3,0,11,3.0
899,3,3,0,11,3.0
900,3,3,0,11,3.0
901,3,3,0,11,3.0
902,3,3,0,11,3.0
903,3,3,0,11,3.0
904,3,3,0,11,3.0
905,3,3,0,11,3.0
906,3,3,0,11,3.0
907,3,3,0,11,3.0
908,3,3,0,11,3.0
909,3,3,0,11,3.0
910,3,3,0,11,3.0
911,3,3,0,11,3.0
912,3,3,0,11,3.0
913,3,3,0,11,3.0
914,3,3,0,11,3.0
915,3,3,0,11,3.0
916,3,3,0,11,3.0
917,3,3,0,11,3.0
918,3,3,0,11,3.0
919,3,3,0,11,3.0
920,3,3,0,11,3.0
921,3,3,0,11,3.0
922,3,3,0,11,3.0
923,3,3,0,11,3.0
924,3,3,0,11,3.0
925,3,3,0,11,3.0
926,4,3,0,20,3.5
927,4,2,0,14,3.0
928,4,2,0,14,3.0
929,4,2,0,14,3.0
930,4,2,0,14,3.0
931,4,2,0,14,3.0
932,4,2,0,14,3.0
933,4,2,0,14,3.0
934,4,2,0,14,3.0
935,4,2,0,14,3.0
936,4,2,0,14,3.0
937,4,2,0,14,3.0
938,4,2,0,14,3.0
939,4,2,0,14,3.0
940,4,2,0,14,3.0
941,4,2,0,14,3.0
942,4,2,0,14,3.0
943,4,2,0,14,3.0
944,4,2,0,14,3.0
945,4,4,1,7,4.0
946,4,2,0,13,3.0
947,4,2,0,13,3.0
948,4,2,1,10,3.0
949,3,3,0,13,3.0
950,3,3,0,13,3.0
951,3,3,0,13,3.0
952,3,3,0,13,3.0
953,3,3,0,13,3.0
954,3,3,0,13,3.0
955,3,3,0,13,3.0
956,3,3,0,13,3.0
957,3,3,0,13,3.0
958,3,3,0,13,3.0
959,3,3,0,13,3.0
960,3,3,0,13,3.0
961,3,3,0,13,3.0
962,3,3,0,13,3.0
963,3,3,0,13,3.0
964,3,3,0,13,3.0
965,3,3,0,13,3.0
966,3,3,0,13,3.0
967,3,3,0,13,3.0
968,3,3,0,13,3.0
969,3,3,0,13,3.0
970,3,3,0,13,3.0
971,3,3,0,13,3.0
972,3,3,0,13,3.0
973,3,3,0,13,3.0
974,3,3,0,13,3.0
975,3,3,0,13,3.0
976,3,3,0,13,3.0
977,3,3,0,13,3.0
978,3,3,0,13,3.0
979,2,1,0,10,1.5
980,2,1,0,10,1.5
981,2,1,0,10,1.5
982,2,1,0,10,1.5
983,2,1,0,10,1.5
984,2,1,0,10,1.5
985,2,1,0,10,1.5
986,2,1,0,10,1.5
987,2,1,0,10,1.5
988,2,1,0,10,1.5
989,1,2,0,9,1.5
990,1,2,0,9,1.5
991,1,2,0,9,1.5
992,1,2,0,9,1.5
993,1,1,0,11,1.0
994,1,1,0,11,1.0
995,1,1,0,11,1.0
